Invoice Number,Estimate Number,Invoice Date,Invoice Status,Customer Name,GST Treatment,TCS Tax Name,TCS Percentage,TCS Amount,Nature Of Collection,TCS Payable Account,TCS Receivable Account,GST Identification Number (GSTIN),TDS Name,TDS Percentage,TDS Section Code,TDS Amount,Place of Supply,PurchaseOrder,Expense Reference ID,Payment Terms,Payment Terms Label,Due Date,Expected Payment Date,Sales person,Shipping Charge Tax Name,Shipping Charge Tax Type,Shipping Charge Tax %,Shipping Charge,Shipping Charge Tax Exemption Code,Shipping Charge SAC Code,Currency Code,Exchange Rate,Account,Item Name,SKU,Item Desc,Item Type,HSN/SAC,Quantity,Usage unit,Item Price,Item Tax Exemption Reason,Is Inclusive Tax,Item Tax,Item Tax Type,Item Tax %,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,Project Name,Supply Type,Discount Type,Is Discount Before Tax,Entity Discount Percent,Entity Discount Amount,Discount,Discount Amount,Adjustment,Adjustment Description,E-Commerce Operator Name,E-Commerce Operator GSTIN,PayPal,Razorpay,Partial Payments,Template Name,Notes,Terms & Conditions,Branch Name,Warehouse Name
25JUNE-FK-S-33,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TN,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HEALTH FOODS BP CARE JUICE 500ML,,,,30049011,6,Pcs,459.2261905,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-33,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TN,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,,,,30049011,3,Pcs,422.8571429,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-33,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TN,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA VIRGIN COCONUT OIL 250 ML_279,,,,15131900,3,Pcs,161.5873016,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Active Foods Shilajit Energy Capsules 60N,,,,30049011,1,Pcs,538.3928571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA SHILAJIT GOLD CAPSULES 30N,,,,30049011,1,Pcs,479.4642857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599 ( Pack of 2),,,,30049011,6,Pcs,1019.642857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599 ( Packs of 4),,,,30049011,1,Pcs,1700.892857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA ALOE VERA SKIN GEL 150 GM_135 (Pack of 2),,,,33049990,4,Pcs,66.10169492,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA ALOE + GARCINIA JUICE 1 L_599 ( Pack of 2),,,,30049011,1,Pcs,923.2142857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA APPLE CIDER VINEGAR500 grams ( Pack of 2),,,,22090090,1,Pcs,377.9661017,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HAIR RITUALS TULSI ANTI HAIRFALL OIL 200ML ( Pack of 2),,,,33059019,1,Pcs,765.2542373,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G ( Pack of 3 ),,,,30049011,1,Pcs,3008.928571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA KARELA JAMUN JUICE 1 L_399 (PACK OF 2),,,,30049011,1,Pcs,558.0357143,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA ALOE VERA SKIN GEL 500 GM,,,,33049990,1,Pcs,129.6610169,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA A2 DESI GHEE 500 ML_1499,,,,04059020,1,Pcs,883.0357143,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Active Foods Shilajit Energy Gummies - 30N,,,,30049011,2,Pcs,453.5714286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA PURE FOODS ORGANIC HONEY 500G,,,,04090000,2,Pcs,370,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA TULSI GILOY JUICE 1 L_400,,,,30049011,1,Pcs,300.8928571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA ALOE VERA JUICE 1 L_299,,,,30049011,2,Pcs,216.0714286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA WHEAT GRASS JUICE 1 L_499,,,,30049011,2,Pcs,302.6785714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA TRIPHALA JUICE 1 L_299,,,,30049011,2,Pcs,170.0892857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA NEEM JUICE 1 L_349,,,,30049011,1,Pcs,251.7857143,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA AMLA JUICE 1 L_299,,,,30049011,20,Pcs,198.5714286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HAIR CARE JUICE 1 L_849,,,,30049011,2,Pcs,568.75,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA KARELA JAMUN JUICE 1 L_399,,,,30049011,1,Pcs,177.6785714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA APPLE CIDER VINEGAR500 grams_UNATI,,,,22090090,5,Pcs,190.5084746,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599,,,,30049011,3,Pcs,453.2738095,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 500 ML_320,,,,30049011,17,Pcs,177.8886555,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,,,,30049011,4,Pcs,443.8095238,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,,,,30049011,2,Pcs,1096.428571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA GYM FOODS KESAR SHILAJIT GOLD RESIN 25G,,,,30049011,1,Pcs,1233.928571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HAIR RITUALS BHRINGRAJ HAIR NOURISH OIL 200ML,,,,33059019,1,Pcs,394.9152542,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA VIRGIN COCONUT OIL 500 ML_499,,,,15131900,2,Pcs,270.952381,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA VIRGIN COCONUT OIL 250 ML_279,,,,15131900,7,Pcs,155.3741497,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA SKIN FOODS GLOW MIX 108G,,,,30049011,3,Pcs,718.1547619,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA AYUR FOODS ORGANIC MORINGA POWDER 200G,,,,300490,1,Pcs,229.5238095,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-34,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TS,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Organic Amla Powder 100g,,,,300490,3,Pcs,114.2857143,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Active Foods Shilajit Energy Capsules 20N,,,,30049011,1,Pcs,218.75,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Tulsi Giloy Juice 1L (Pack of 2),,,,30049011,1,Pcs,401.7857143,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599 ( Pack of 2),,,,30049011,2,Pcs,977.6785714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599 + KAPIVA GET SLIM JUICE 1 L_549,,,,30049011,1,Pcs,774.1071429,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA KARELA JAMUN JUICE 1 L_399+KAPIVA DIA FREE JUICE 1 L_599,,,,30049011,3,Pcs,730.0595238,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Ayur Foods Organic Triphala powder 100g(2),,,,300490,2,Pcs,87.14285714,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA AMLA JUICE 1 L_299 (Pack of 2),,,,30049011,1,Pcs,234.8214286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIGESTI CARE JUICE 1 L_549+Kapiva Liver Care Juice 1L,,,,30049011,1,Pcs,586.6071429,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA KARELA JAMUN JUICE 1 L_399 (PACK OF 2),,,,30049011,1,Pcs,398.2142857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA KARELA JAMUN JUICE 1 L_399 ( Pack of 3),,,,30049011,1,Pcs,729.4642857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Aloe vera gel 250g,,,,33049910,1,Pcs,155.0847458,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Active Foods Shilajit Energy Gummies - 30N,,,,30049011,1,Pcs,437.5,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA ALOE VERA JUICE 1 L_299,,,,30049011,1,Pcs,131.25,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA AMLA JUICE 1 L_299,,,,30049011,3,Pcs,150,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA KARELA JAMUN JUICE 1 L_399,,,,30049011,1,Pcs,177.6785714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA GET SLIM JUICE 1 L_AYU,,,,30049011,2,Pcs,420.9821429,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599,,,,30049011,11,Pcs,451.0551948,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA BP CARE JUICE 1L_1049,,,,30049011,1,Pcs,745.5357143,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 500 ML_320,,,,30049011,11,Pcs,189.4480519,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HEALTH FOODS BP CARE JUICE 500ML,,,,30049011,1,Pcs,472.3214286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,,,,300490,2,Pcs,945.7142857,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,,,,30049011,1,Pcs,1246.428571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
25JUNE-FK-S-35,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,TR,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HAIR RITUALS BHRINGRAJ HAIR NOURISH OIL 200ML,,,,33059019,1,Pcs,380.5084746,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Haryana,MP HR (06AAOCA0382N1ZC)
