Invoice Number,Estimate Number,Invoice Date,Invoice Status,Customer Name,GST Treatment,TCS Tax Name,TCS Percentage,TCS Amount,Nature Of Collection,TCS Payable Account,TCS Receivable Account,GST Identification Number (GSTIN),TDS Name,TDS Percentage,TDS Section Code,TDS Amount,Place of Supply,PurchaseOrder,Expense Reference ID,Payment Terms,Payment Terms Label,Due Date,Expected Payment Date,Sales person,Shipping Charge Tax Name,Shipping Charge Tax Type,Shipping Charge Tax %,Shipping Charge,Shipping Charge Tax Exemption Code,Shipping Charge SAC Code,Currency Code,Exchange Rate,Account,Item Name,SKU,Item Desc,Item Type,HSN/SAC,Quantity,Usage unit,Item Price,Item Tax Exemption Reason,Is Inclusive Tax,Item Tax,Item Tax Type,Item Tax %,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,Project Name,Supply Type,Discount Type,Is Discount Before Tax,Entity Discount Percent,Entity Discount Amount,Discount,Discount Amount,Adjustment,Adjustment Description,E-Commerce Operator Name,E-Commerce Operator GSTIN,PayPal,Razorpay,Partial Payments,Template Name,Notes,Terms & Conditions,Branch Name,Warehouse Name
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA APPLE CIDER VINEGAR500 grams_UNATI,,,,22090090,25,Pcs,218.5084746,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599,,,,30049011,94,Pcs,493.4650456,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA BP CARE JUICE 1L_1049,,,,30049011,13,Pcs,836.1263736,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 500 ML_320,,,,30049011,82,Pcs,208.8087979,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Liver Care Juice 1L_749,,,,30049011,16,Pcs,517.4107143,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HEALTH FOODS BP CARE JUICE 500ML,,,,30049011,4,Pcs,505.8035714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA CHOLEST FIT JUICE 1L,,,,30049011,6,Pcs,387.5,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HER FOODS SHATAVARI BALANCE JUICE 1L,,,,30049011,8,Pcs,507.8125,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,,,,300490,37,Pcs,894.4144144,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,,,,30049011,104,Pcs,421.9230769,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA ORGANIC GULKAND 300grams_549,,,,20060000,1,Pcs,395.5357143,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,,,,30049011,197,Pcs,1180.533901,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,,,,300490,40,Pcs,1042.119048,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA SKIN FOODS ACNE EASE FIZZ 80 GM,,,,29369000,1,Pcs,277.1186441,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIMALAYA SHILAJIT 40 GRAMS,,,,300490,17,Pcs,1498.823529,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIM FOODS SHILAJIT GOLD RESIN 40G,,,,30049011,24,Pcs,2083.035714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIM FOODS SHILAJIT PLUS FIZZ 20 TAB,,,,30049011,2,Pcs,378.5714286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 10G,,,,30049011,119,Pcs,726.6131453,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA AYUR FOODS HONEY SHILAJIT 10G,,,,30049011,1,Pcs,411.6071429,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA GYM FOODS KESAR SHILAJIT GOLD RESIN 25G,,,,30049011,34,Pcs,1246.612395,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA ACTIV FOODS SHILAJIT ENERGY SIPS - GINGER HONEY (30N),,,,30049011,2,Pcs,799.5535714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA SKIN RITUALS TULSI ANTI ACNE SERUM 30 ML,,,,33049910,1,Pcs,438.9830508,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA SKIN RITUALS KUMKUMADI GLOW FACE WASH-100ML,,,,34013090,2,Pcs,216.1016949,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA VIRGIN COCONUT OIL 500 ML_499,,,,15131900,6,Pcs,354.4444444,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA VIRGIN COCONUT OIL 250 ML_279,,,,15131900,17,Pcs,190.4761905,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA PLANT PROTEIN - CHOCOLATE 1 KG_2249,,,,21061000,4,Pcs,1071.610169,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA SKIN FOODS GLOW MIX 108G,,,,30049011,5,Pcs,789.1071429,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIGESTIFOODS ISABGOL+ 200G,,,,30049011,1,Pcs,377.6785714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA AYUR FOODS ORGANIC MORINGA POWDER 200G,,,,300490,10,Pcs,211.9047619,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-89,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MP,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA GET SLIM GREEN TEA 45 GM,,,,09021020,4,Pcs,263.0952381,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-90,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MN,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Active Foods Shilajit Energy Capsules 60N,,,,30049011,1,Pcs,448.2142857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-90,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MN,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA GET SLIM JUICE 1 L_AYU,,,,30049011,2,Pcs,421.875,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-90,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MN,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599,,,,30049011,1,Pcs,497.3214286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-90,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MN,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA BP CARE JUICE 1L_1049,,,,30049011,1,Pcs,745.5357143,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-90,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MN,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA GYM FOODS KESAR SHILAJIT GOLD RESIN 25G,,,,30049011,1,Pcs,1233.928571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-91,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,ML,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA AMLA JUICE 1 L_299+KAPIVA ALOE VERA JUICE 1 L_299,,,,30049011,1,Pcs,269.6428571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-91,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,ML,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIGESTI CARE JUICE 1 L_549+Kapiva Liver Care Juice 1L,,,,30049011,1,Pcs,405.3571429,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-91,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,ML,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA WHEAT GRASS JUICE 1 L_499,,,,30049011,1,Pcs,360.7142857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-91,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,ML,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599,,,,30049011,1,Pcs,497.3214286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-91,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,ML,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 500 ML_320,,,,30049011,1,Pcs,179.4642857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-91,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,ML,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HEALTH FOODS BP CARE JUICE 500ML,,,,30049011,1,Pcs,490.1785714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-91,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,ML,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 10G,,,,30049011,1,Pcs,725.8928571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-92,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MZ,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599 ( Pack of 2),,,,30049011,3,Pcs,941.0714286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-92,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MZ,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA BP CARE JUICE 1L_1049 (2),,,,30049011,1,Pcs,1714.285714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-92,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MZ,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA GET SLIM JUICE 1 L_AYU,,,,30049011,1,Pcs,429.4642857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-92,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MZ,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599,,,,30049011,1,Pcs,443.75,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-92,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MZ,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 500 ML_320,,,,30049011,1,Pcs,247.3214286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-92,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,MZ,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,,,,300490,2,Pcs,831.4285714,,,IGST5,ItemAmount,5,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-93,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,NL,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA ALOE VERA SKIN GEL 150 GM_135 (Pack of 2),,,,33049990,1,Pcs,162.7118644,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-93,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,NL,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA BP CARE JUICE 1L_1049 (2),,,,30049011,2,Pcs,1538.392857,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-93,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,NL,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA GET SLIM JUICE 1 L_549 PACK OF 2,,,,30049011,1,Pcs,763.3928571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-93,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,NL,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599,,,,30049011,1,Pcs,497.3214286,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-93,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,NL,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,,,,30049011,1,Pcs,1127.678571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-94,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,OD,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA ASHWAGANDHA GOLD CAPSULES 30 CAPS,,,,30049011,1,Pcs,225.8928571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-94,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,OD,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Active Foods Shilajit Energy Capsules 60N,,,,30049011,6,Pcs,493.6011905,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-94,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,OD,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,Kapiva Ayur Foods Spirulina Capsules,,,,21069099,1,Pcs,380.5084746,,,IGST18,ItemAmount,18,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-94,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,OD,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA SHILAJIT GOLD CAPSULES 60 CAP_1199,,,,30049011,1,Pcs,819.6428571,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-94,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,OD,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA CHOLEST FIT CAPSULES 60 CAPS_799,,,,30049011,1,Pcs,625,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-94,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,OD,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599 ( Pack of 2),,,,30049011,2,Pcs,951.7857143,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
25JUNE-FK-S-94,,30-06-2025,,FLIPKART INTERNET PRIVATE LIMITED,business_gst,,,,,,,,,,,,OD,,,,,,,,,,,,,,INR,1,         Sale - Marketplace,KAPIVA DIA FREE JUICE 1 L_599 ( Pack of 6),,,,30049011,1,Pcs,2270.535714,,,IGST12,ItemAmount,12,,,,,,,,,,,,,,,,,,,,sales made with Flipkart for the month of June-2025,,Maharashtra,MP MH (27AAOCA0382N1Z8)
